,predction_0,predction_1,predction_2,predction_3,predction_4,predction_5,predction_6,predction_7,predction_8,predction_9
3394,CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1.CN(C(=O)c1ccc(N2CCOCC2)cc1)[C@@H]1CCNC[C@H]1c1ccc(Cl)c(Cl)c1,CN(C(=O)c1ccc(N2CCOCC2)cc1)[C@@H]1CCNC[C@H]1c1ccc(Cl)c(Cl)c1.CC(C)(C)OC(=O)N1CCC(C(=O)Cl)CC1,CN[C@@H]1CCN(C(=O)C2CCN(C(=O)OC(C)(C)C)CC2)C[C@H]1c1ccc(Cl)c(Cl)c1.O=C(O)c1ccc(N2CCOCC2)cc1,CN(C(=O)c1ccc(Br)cc1)[C@@H]1CCN(C(=O)C2CCN(C(=O)OC(C)(C)C)CC2)C[C@H]1c1ccc(Cl)c(Cl)c1.C1COCCN1,CC(C)(C)OC(=O)N1CCC(C(=O)N2CC[C@@H](NC(=O)c3ccc(N4CCOCC4)cc3)[C@H](c3ccc(Cl)c(Cl)c3)C2)CC1.CI,CN(C(=O)c1ccc(F)cc1)[C@@H]1CCN(C(=O)C2CCN(C(=O)OC(C)(C)C)CC2)C[C@H]1c1ccc(Cl)c(Cl)c1.C1COCCN1,CN(C(=O)c1ccc(I)cc1)[C@@H]1CCN(C(=O)C2CCN(C(=O)OC(C)(C)C)CC2)C[C@H]1c1ccc(Cl)c(Cl)c1.C1COCCN1,[NH:9]1[CH2:10][CH2:11][O:12][CH2:13][CH2:14]1,CN[C@@H]1CCN(C(=O)C2CCN(C(=O)OC(C)(C)C)CC2)C[C@H]1c1ccc(Cl)c(Cl)c1.O=C(Cl)c1ccc(N2CCOCC2)cc1,CC(C)(C)OC(=O)N1CCC(C(=O)N2CC[C@@H](NC(=O)c3ccc(N4CCOCC4)cc3)[C@H](c3ccc(Cl)c(Cl)c3)C2)CC1.C=O
3395,O=C(O)CNc1ccccc1C(F)(F)F.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)Nc1ccccc1C(F)(F)F.O=C(O)CBr,O=C(O)CCl.CC(C)(C)OC(=O)Nc1ccccc1C(F)(F)F,CCOC(=O)CN(C(=O)OC(C)(C)C)c1ccccc1C(F)(F)F,CCOC(=O)CN(C(=O)OC(C)(C)C)c1ccccc1C(F)(F)F,CCOC(=O)CN(C(=O)OC(C)(C)C)c1ccccc1C(F)(F)F,CCOC(=O)CN(C(=O)OC(C)(C)C)c1ccccc1C(F)(F)F,CCOC(=O)CN(C(=O)OC(C)(C)C)c1ccccc1C(F)(F)F,CCOC(=O)CN(C(=O)OC(C)(C)C)c1ccccc1C(F)(F)F,CCOC(=O)CN(C(=O)OC(C)(C)C)c1ccccc1C(F)(F)F
3396,O=C1Cc2ccccc2N1.Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C=O,Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C1Nc2ccccc2C1=O,NCCCCc1ccccc1.Cc1cc(C(=O)O)[nH]c1C=C1C(=O)Nc2ccccc21,Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C1Cc2ccccc2N1,O=C1Cc2ccccc2N1.Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1CO,Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C.O=C1Cc2ccccc2N1,O=C1Cc2ccccc2N1.Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C(O)Br,Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C=C(I)C(=O)Nc1ccccc1,Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C=C(I)C(=O)Nc1ccccc1,Cc1cc(C(=O)NCCCCc2ccccc2)[nH]c1C=C(I)C(=O)Nc1ccccc1
3397,Cc1cnc(Nc2ccc(C(=O)O)cc2)nc1Nc1ccccc1.NCCCn1ccnc1,Cc1cnc(Nc2ccc(C(=O)Cl)cc2)nc1Nc1ccccc1.NCCCn1ccnc1,COC(=O)c1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1.NCCCn1ccnc1,Nc1ccc(C(=O)NCCCn2ccnc2)cc1.Cc1cnc(Cl)nc1Nc1ccccc1,CCOC(=O)c1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1.NCCCn1ccnc1,Nc1ccccc1.Cc1cnc(Nc2ccc(C(=O)NCCCn3ccnc3)cc2)nc1Cl,c1c[nH]cn1.Cc1cnc(Nc2ccc(C(=O)NCCCCl)cc2)nc1Nc1ccccc1,Cc1cnc(Nc2ccc(C(=O)[O-])cc2)nc1Nc1ccccc1.NCCCn1ccnc1,Cc1cnc(Nc2ccc(C(=O)F)cc2)nc1Nc1ccccc1.NCCCn1ccnc1,CC(=O)C(=O)c1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1.NCCCn1ccnc1
3398,CCn1nc(C)cc1CCCN.Cc1ccc(CCC(=O)O)cc1C,CCn1nc(C)cc1CCCN.Cc1ccc(CCC(=O)Cl)cc1C,CCBr.Cc1cc(CCCNC(=O)CCc2ccc(C)c(C)c2)[nH]n1,Cc1cc(CCCNC(=O)CCc2ccc(C)c(C)c2)[nH]n1.CCI,Cc1cc(CCCNC(=O)CCc2ccc(C)c(C)c2)[nH]n1.CCO,CCn1nc(C)cc1CCCNC(=O)C=Cc1ccc(C)c(C)c1,CCn1nc(C)cc1CCCNC(=O)C=Cc1ccc(C)c(C)c1,CCn1nc(C)cc1CCCNC(=O)C=Cc1ccc(C)c(C)c1,CCn1nc(C)cc1CCCNC(=O)C=Cc1ccc(C)c(C)c1,CCn1nc(C)cc1CCCNC(=O)C=Cc1ccc(C)c(C)c1
3399,CC(C)(C)C1CCC(Oc2ccc3cc([C@]4(C)COC(=O)N4)ccc3c2)CC1.CI,CO.CC(C)(C)C1CCC(Oc2ccc3cc([C@]4(C)COC(=O)N4)ccc3c2)CC1,CC(C)(C)C1CCC(O)CC1.CN1C(=O)OC[C@@]1(C)c1ccc2cc(O)ccc2c1,CC(C)(C)C1CCC(Br)CC1.CN1C(=O)OC[C@@]1(C)c1ccc2cc(O)ccc2c1,CC(C)(C)C1CCC(O)CC1.CN1C(=O)OC[C@@]1(C)c1ccc2cc(Br)ccc2c1,CC(C)(C)C1CCC(O)CC1.CN1C(=O)OC[C@@]1(C)c1ccc2cc(O)ccc2c1,CC(C)(C)C1CCC(O)CC1.CN1C(=O)OC[C@@]1(C)c1ccc2cc(Cl)ccc2c1,CC(C)(C)C1CCC(OS(C)(=O)=O)CC1.CN1C(=O)OC[C@@]1(C)c1ccc2cc(O)ccc2c1,CC(C)(C)C1CCC(I)CC1.CN1C(=O)OC[C@@]1(C)c1ccc2cc(O)ccc2c1,COS(C)(=O)=O.CC(C)(C)C1CCC(Oc2ccc3cc([C@]4(C)COC(=O)N4)ccc3c2)CC1
3400,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12,CCOC(=O)CCc1ccc(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)c2ccn(CC)c12
3401,CC(=O)OC(C)=O.CC(=O)c1ccc(N)c2c1OCCO2,CC(=O)Cl.CC(=O)c1ccc(N)c2c1OCCO2,CC(=O)c1ccc(Br)c2c1OCCO2.CC(N)=O,CC(=O)Nc1cccc2c1OCCO2.CC(=O)OC(C)=O,CC(=O)Nc1cccc2c1OCCO2.CC(=O)Cl,CC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)c2c1OCCO2.CC(N)=O,CC(=O)O.CC(=O)c1ccc(N)c2c1OCCO2,CC(=O)Nc1ccc(Br)c2c1OCCO2.CC(=O)Cl,CC(=O)Nc1ccc(C(C)O)c2c1OCCO2,CC(=O)Nc1ccc(C(C)O)c2c1OCCO2
3402,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1,COc1ccc2sc(S(N)(=O)=O)nc2c1
3403,N#Cc1cccc(C(=O)Cl)c1.Nc1c(Cl)c[n+]([O-])cc1Cl,O=C(OO)c1cccc(Cl)c1.N#Cc1cccc(C(=O)Nc2c(Cl)cncc2Cl)c1,N#Cc1cccc(C(=O)O)c1.Nc1c(Cl)c[n+]([O-])cc1Cl,OO.N#Cc1cccc(C(=O)Nc2c(Cl)cncc2Cl)c1,Nc1c(Cl)c[n+]([O-])cc1Cl.COC(=O)c1cccc(C#N)c1,O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1cccc(I)c1.C#N,Nc1c(Cl)c[n+]([O-])cc1Cl.N#Cc1cccc(C(=O)Br)c1,[O-][n+]1cc(Cl)c(Cl)c(Cl)c1.N#Cc1cccc(C(N)=O)c1,C#N.O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1cccc(Br)c1,CC(=O)OO.N#Cc1cccc(C(=O)Nc2c(Cl)cncc2Cl)c1
3404,NCCCCc1ccccn1.CCCc1c(OCCCCCC(=O)O)ccc(C(C)=O)c1O,O=C(CCCCCBr)NCCCCc1ccccn1.CCCc1c(O)ccc(C(C)=O)c1O,CCCc1c(O)ccc(C(C)=O)c1O.O=C(CCCCCCl)NCCCCc1ccccn1,NCCCCc1ccccn1.CCCc1c(OCCCCCC(=O)OCC)ccc(C(C)=O)c1O,NCCCCc1ccccn1.CCCc1c(OCCCCCC(=O)OC)ccc(C(C)=O)c1O,NCCCCc1ccccn1.CCCc1c(OCCCCCC(=O)Cl)ccc(C(C)=O)c1O,NCCCCc1ccccn1.CCCc1c(OCCCCCC(=O)N(C)OC)ccc(C(C)=O)c1O,CS(=O)(=O)OCCCCCC(=O)NCCCCc1ccccn1.CCCc1c(O)ccc(C(C)=O)c1O,CCCc1c(O)ccc(C(C)=O)c1O.O=C(CCCCCO)NCCCCc1ccccn1,NCCCCc1ccccn1.CCCc1c(OCCCCCC(C)=O)ccc(C(C)=O)c1O
3405,C=Cc1ccc(O)c(OC)c1.O=C(O)c1cc(Br)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1,CCOC(=O)c1cc(C=Cc2ccc(O)c(OC)c2)n[nH]1
3406,OCc1cccc(OCCF)c1.BrC(Br)(Br)Br,O=C1CCC(=O)N1Br.Cc1cccc(OCCF)c1,OCCF.Oc1cccc(CBr)c1,OCCF.BrCc1cccc(Br)c1,BrC(Br)(Br)Br.O=Cc1cccc(OCCF)c1,OCCF.Fc1cccc(CBr)c1,CCF.Oc1cccc(CBr)c1,FCCBr.Oc1cccc(CBr)c1,FCCOc1cccc(CBr)c1.O=C1CCC(=O)N1Br,FCCOc1cccc(CBr)c1.BrC(Br)(Br)Br
3407,CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],CC(C)Nc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-]
3408,OC(c1ccccc1)(c1ccc2[nH]nnc2c1)C1CC1.Fc1ccc([Mg+])cc1,,,,,,,,,
3409,CC(C)(C)OC(=O)NCC(c1ccccc1)c1ccccc1.C=CCBr,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C=CCNCC(c1ccccc1)c1ccccc1,C=CCN(CC(O)c1ccccc1)C(=O)OC(C)(C)C.OB(O)c1ccccc1,C=CCN(CC(O)c1ccccc1)C(=O)OC(C)(C)C.OB(O)c1ccccc1,CC(C)(C)OC(=O)NCC(c1ccccc1)c1ccccc1.C=CCI,Brc1ccccc1.C=CCN(CC(O)c1ccccc1)C(=O)OC(C)(C)C,Brc1ccccc1.C=CCN(CC(O)c1ccccc1)C(=O)OC(C)(C)C,BrCC(c1ccccc1)c1ccccc1.C=CCNC(=O)OC(C)(C)C,Ic1ccccc1.C=CCN(CC(O)c1ccccc1)C(=O)OC(C)(C)C,Ic1ccccc1.C=CCN(CC(O)c1ccccc1)C(=O)OC(C)(C)C
3410,NCCC(=O)O.CC(Br)C(=O)Br,NCCC(=O)O.CC(Br)C(=O)O,CC(Br)C(=O)NCCC(=O)OC(C)(C)C,CC(Br)C(=O)NCCC(=O)OC(C)(C)C,CC(Br)C(=O)NCCC(=O)OC(C)(C)C,CC(Br)C(=O)NCCC(=O)OC(C)(C)C,CC(Br)C(=O)NCCC(=O)OC(C)(C)C,CC(Br)C(=O)NCCC(=O)OC(C)(C)C,CC(Br)C(=O)NCCC(=O)OC(C)(C)C,CC(Br)C(=O)NCCC(=O)OC(C)(C)C
3411,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,N#Cc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1
3412,CCN(CC)CCCCl.COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1O,CCN(CC)CCCOc1cc2nccc(Cl)c2cc1OC.O=[N+]([O-])c1ccc(S)s1,COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1O.CCN(CC)CCCBr,CCNCC.COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1OCCCBr,CCNCC.COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1OCCCCl,O=[N+]([O-])c1ccc(S)s1.CCN(CC)CCCOc1cc2nccc(Br)c2cc1OC,CCN(CC)CCCO.COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1Br,CCN(CC)CCCO.COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1O,CCN(CC)CCCO.COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1Cl,CCNCC.COc1cc2c(Sc3ccc([N+](=O)[O-])s3)ccnc2cc1OCCCO
3413,CCSCC(=O)O.CNCc1ccc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)cc1Cl,CI.CCSCC(=O)NCc1ccc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)cc1Cl,CNCc1ccc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)cc1Cl.CCSCC(=O)Cl,CN(Cc1ccc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)cc1Cl)C(=O)CS.CCI,FC(F)(F)C1(c2cc(Cl)c(Cl)c(Cl)c2)CC(Br)=NO1.CCSCC(=O)N(C)Cc1ccc(Br)cc1Cl,FC(F)(F)C1(c2cc(Cl)c(Cl)c(Cl)c2)CC(Cl)=NO1.CCSCC(=O)N(C)Cc1ccc(Br)cc1Cl,CCSCC(=O)N(C)Cc1ccc(Br)cc1Cl.CC1(C)OB(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)OC1(C)C,FC(F)(F)C1(c2cc(Cl)c(Cl)c(Cl)c2)CC(c2ccc(CBr)c(Cl)c2)=NO1.CCSCC(=O)NC,CCS.CN(Cc1ccc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)cc1Cl)C(=O)CCl,CCBr.CN(Cc1ccc(C2=NOC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)cc1Cl)C(=O)CS
3414,O=C(O)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1.CNCc1ccccc1Cl,COC(=O)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1.CNCc1ccccc1Cl,CN(Cc1ccccc1Cl)C(=O)c1c[nH]nn1.FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,O=C(NCc1ccccc1Cl)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1.CI,CCOC(=O)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1.CNCc1ccccc1Cl,CN(Cc1ccccc1Cl)C(=O)c1c[nH]nn1.FC(F)(F)c1cc(CCl)cc(C(F)(F)F)c1,O=C(Cl)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1.CNCc1ccccc1Cl,O=C([O-])c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1.CNCc1ccccc1Cl,OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.CN(Cc1ccccc1Cl)C(=O)c1cn(CCl)nn1,CC(C)(C)OC(=O)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1.CNCc1ccccc1Cl
3415,CN(C)CCN.[O-][n+]1nc(Cl)nc2cc3c(cc21)OCCC3,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O,CCCc1cc2nc(NCCN(C)C)n[n+]([O-])c2cc1O
3416,CC(C)(O)c1nc(-c2cccc(CN)c2)no1.O=C(O)c1cnc(-c2ccccn2)nc1,COC(=O)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,CC(C)(O)c1nc(-c2cccc(CNC(=O)c3cnc(Cl)nc3)c2)no1.CCCC[Sn](CCCC)(CCCC)c1ccccn1,CC(C)(O)c1nc(-c2cccc(CNC(=O)c3cnc(Cl)nc3)c2)no1.OB(O)c1ccccn1,O=C([O-])c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,CCOC(=O)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,CC(C)(O)c1nc(-c2cccc(CNC(=O)c3cnc(Cl)nc3)c2)no1.CC1(C)OB(c2ccccn2)OC1(C)C,CC(C)(O)c1nc(-c2cccc(CNC(=O)c3cnc(Cl)nc3)c2)no1.C[Sn](C)(C)c1ccccn1,CC(C)(O)c1nc(-c2cccc(CNC(=O)c3cnc(Cl)nc3)c2)no1.[Zn+]c1ccccn1,CC(C)(O)c1nc(-c2cccc(CNC(=O)c3cnc(Cl)nc3)c2)no1.Brc1ccccn1
3417,CS(=O)(=O)Cl.O=C1CNC(=O)N1c1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1
3418,CNC1(C(=O)OC)CC1.O=C(O)CNC(=O)OCc1ccccc1,O=C(Cl)CNC(=O)OCc1ccccc1.CNC1(C(=O)OC)CC1,CNC1(C(=O)OC)CC1.O=C([O-])CNC(=O)OCc1ccccc1,CNC1(C(=O)OC)CC1.CCOC(=O)CNC(=O)OCc1ccccc1,COC(=O)CNC(=O)OCc1ccccc1.CNC1(C(=O)OC)CC1,O=C(Cl)OCc1ccccc1.COC(=O)C1(N(C)C(=O)CN)CC1,CNC1(C(=O)OC)CC1.O=CCNC(=O)OCc1ccccc1,CO.CN(C(=O)CNC(=O)OCc1ccccc1)C1(C(=O)O)CC1,COC(=O)C1([N+](C)=O)CC1.O=C(O)CNC(=O)OCc1ccccc1,CNC1(C(=O)OC)CC1.O=C(I)CNC(=O)OCc1ccccc1
3419,CC(=O)Oc1ccccc1C(=O)O.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,CC(=O)Oc1ccccc1C(=O)Cl.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,CC(=O)Cl.O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3O)CC2)nn1,CC(=O)OC(C)=O.O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3O)CC2)nn1,CC(=O)O.O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3O)CC2)nn1,CC(=O)Oc1ccccc1C(=O)N1CCNCC1.O=C(NCCC1CC1)c1ccc(Cl)nn1,CC(=O)Oc1ccccc1C(=O)N1CCN(c2ccc(C(=O)[O-])nn2)CC1.NCCC1CC1,NCCC1CC1.CC(=O)Oc1ccccc1C(=O)N1CCN(c2ccc(C(=O)O)nn2)CC1,NCCC1CC1.CCOC(=O)c1ccc(N2CCN(C(=O)c3ccccc3OC(C)=O)CC2)nn1,COC(=O)c1ccc(N2CCN(C(=O)c3ccccc3OC(C)=O)CC2)nn1.NCCC1CC1
3420,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1,COC1=CC2C3CCC(NC(=O)OCc4ccccc4)C3N(C)C2C=C1
3421,OB(O)c1ccc(C(F)(F)F)cc1.Cc1nc(Cl)oc1C(C)(C)O,Cc1nc(Cl)oc1C(C)(C)O.FC(F)(F)c1ccc([Mg+])cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1nc(Br)oc1C(C)(C)O,FC(F)(F)c1ccc([Mg+])cc1.Cc1nc(Br)oc1C(C)(C)O,OB(O)c1ccc(C(F)(F)F)cc1.Cc1nc(I)oc1C(C)(C)O,,,,,
3422,CNOC.O=C(O)c1ccc(Oc2nccnc2C2CCSCC2)cc1,Clc1nccnc1C1CCSCC1.CON(C)C(=O)c1ccc(O)cc1,CNOC.O=C(Cl)c1ccc(Oc2nccnc2C2CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1
3423,COC(=O)CCC(=O)Cl.CC(C)c1cccc2c1OC(C(C)C)CN2,COC(=O)CCC(=O)O.CC(C)c1cccc2c1OC(C(C)C)CN2,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC,C=C(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)OC
