,predction_0,predction_1,predction_2,predction_3,predction_4,predction_5,predction_6,predction_7,predction_8,predction_9
3416,O=C(O)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,CC(C)(O)c1nc(-c2cccc(CN)c2)no1.O=C(Cl)c1cnc(-c2ccccn2)nc1,O=C([O-])c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,COC(=O)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,CCOC(=O)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,CC(C)(C)OC(=O)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,O=C(OCc1ccccc1)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,O=C(Br)c1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,O=Cc1cnc(-c2ccccn2)nc1.CC(C)(O)c1nc(-c2cccc(CN)c2)no1,
3417,O=C1CNC(=O)N1c1cccc(I)c1.CS(=O)(=O)Cl,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1,CS(=O)(=O)N(CC(=O)O)C(=O)Nc1cccc(I)c1
3418,CNC1(C(=O)OC)CC1.O=C(O)CNC(=O)OCc1ccccc1,O=C(Cl)OCc1ccccc1.COC(=O)C1(N(C)C(=O)CN)CC1,COC(=O)C1(N(C)C(=O)CN)CC1.O=C(O)OCc1ccccc1,CNC1(C(=O)OC)CC1.O=C(Cl)CNC(=O)OCc1ccccc1,COC(=O)OCc1ccccc1.COC(=O)C1(N(C)C(=O)CN)CC1,CNC1(C(=O)OC)CC1.COC(=O)CNC(=O)OCc1ccccc1,COC(=O)C1(N(C)C(=O)CN)CC1.O=C(F)OCc1ccccc1,O=C(Br)OCc1ccccc1.COC(=O)C1(N(C)C(=O)CN)CC1,CNC1(C(=O)OC)CC1.O=C([O-])CNC(=O)OCc1ccccc1,CNC1(C(=O)OC)CC1.CCOC(=O)CNC(=O)OCc1ccccc1
3419,CC(=O)Oc1ccccc1C(=O)O.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1.CC(=O)Oc1ccccc1C(=O)Cl,COC(=O)c1ccccc1OC(C)=O.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,CCOC(=O)c1ccccc1OC(C)=O.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1.CC(=O)Oc1ccccc1C(=O)[O-],CC(=O)Oc1ccccc1C(=O)F.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,CC(=O)Oc1ccccc1C(=O)Br.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,CC(=O)Oc1ccccc1C(=O)I.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,CC(=O)Oc1ccccc1[C+](=O)=O.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,CC(=O)Oc1ccccc1C(=O)OS(=O)(=O)C(F)(F)F.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1
3420,O=C(Cl)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21,O=C(F)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21,O=C(O)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21,COC(=O)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21,O=C(OCc1ccccc1)OS(=O)(=O)C(F)(F)F.CN1C2C=CC(O)=CC2C2CCC(N)C21,O=C(Br)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21,CC(Cl)OC(=O)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21,O=C(OCc1ccccc1)OC(=O)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21,O=C(NC1CCC2C3C=C(O)C=CC3NC12)OCc1ccccc1.CO,O=[C+](=O)OCc1ccccc1.CN1C2C=CC(O)=CC2C2CCC(N)C21
3421,CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1Br.C[Mg+],C[Mg+].CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1Cl,C[Mg+].CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1I,CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1OS(=O)(=O)C(F)(F)F.C[Mg+],CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1Br.CB(O)O,CI.CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1Br,CI.CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1B(O)O,CI.CCCC[Sn](CCCC)(CCCC)c1nc(-c2ccc(C(F)(F)F)cc2)oc1C(C)(C)O,Cc1nc(Br)oc1C(C)(C)O.OB(O)c1ccc(C(F)(F)F)cc1,C.CC(C)(O)c1oc(-c2ccc(C(F)(F)F)cc2)nc1Br
3422,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2C=CSCC2)cc1,CON(C)C(=O)c1ccc(Oc2nccnc2C2C=CSCC2)cc1,,,CCSCCC(=O)c1nccnc1Oc1ccc(C(=O)N(C)OC)cc1,CCSCCC(=O)c1nccnc1Oc1ccc(C(=O)N(C)OC)cc1,CN(OC=O)C(=O)c1ccc(Oc2nccnc2C2CCSCC2)cc1,
3423,COC(=O)CCC(=O)Cl.CC(C)c1cccc2c1OC(C(C)C)CN2,COC(=O)CCC(=O)O.CC(C)c1cccc2c1OC(C(C)C)CN2,CO.CC(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)O,COC(=O)CCC(=O)[O-].CC(C)c1cccc2c1OC(C(C)C)CN2,COC(=O)CCC(=O)Br.CC(C)c1cccc2c1OC(C(C)C)CN2,COC(=O)CCC(=O)OC.CC(C)c1cccc2c1OC(C(C)C)CN2,COC(=O)CCC(=O)OC(C)=O.CC(C)c1cccc2c1OC(C(C)C)CN2,CO.CC(C)c1cccc2c1OC(C(C)C)CN2C(=O)CCC(=O)O,CCOC(=O)CCC(=O)OC.CC(C)c1cccc2c1OC(C(C)C)CN2,COC(=O)CCC(=O)F.CC(C)c1cccc2c1OC(C(C)C)CN2
3424,C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-],C=CC[C@@H](c1ccc(O)c(OC)c1)[C@@H](CC=C)[N+](=O)[O-]
3425,CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)Nc1ccc(C(=O)O)cc1F.CNC,CN(C)C(=O)c1ccc(N)c(F)c1.CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)O,COC(=O)c1ccc(NC(=O)[C@H]2C[C@@H](O[Si](C)(C)C(C)(C)C)CN2C(=O)OC(C)(C)C)c(F)c1.CNC,CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)Nc1ccc(C(=O)[O-])cc1F.CNC,CNC.CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)Nc1ccc(C(=O)Cl)cc1F,CNC.CCOC(=O)c1ccc(NC(=O)[C@H]2C[C@@H](O[Si](C)(C)C(C)(C)C)CN2C(=O)OC(C)(C)C)c(F)c1,CN(C)C(=O)c1ccc(N)c(F)c1.CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)Cl,CN(C)C(=O)c1ccc(N)c(F)c1.COC(=O)[C@H]1C[C@@H](O[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)C,CN(C)C(=O)c1ccc(N)c(F)c1.CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)[O-],CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)Nc1ccc(C(=O)F)cc1F.CNC
3426,CC(C)(C)OC(=O)NC1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4CC(=O)O)n3)cc2)CC1.N,COC(=O)Cc1ccccc1CCc1nc(Nc2ccc(N3CCC(NC(=O)OC(C)(C)C)CC3)cc2)ncc1C(F)(F)F.N,CCOC(=O)Cc1ccccc1CCc1nc(Nc2ccc(N3CCC(NC(=O)OC(C)(C)C)CC3)cc2)ncc1C(F)(F)F.N,N.CC(C)(C)OC(=O)NC1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4CC(=O)OCc4ccccc4)n3)cc2)CC1,CC(C)(C)OC(=O)NC1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4CC(=O)Cl)n3)cc2)CC1.N,CC(C)(C)OC(=O)Cc1ccccc1CCc1nc(Nc2ccc(N3CCC(NC(=O)OC(C)(C)C)CC3)cc2)ncc1C(F)(F)F.N,CC(C)(C)OC(=O)NC1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4CC(=O)[O-])n3)cc2)CC1.N,CC(C)(C)OC(=O)NC1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4CC(=O)F)n3)cc2)CC1.N,CC(C)(C)OC(=O)NC1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4CC=O)n3)cc2)CC1.N,CON=C(C(=O)OC(=O)Cc1ccccc1CCc1nc(Nc2ccc(N3CCC(NC(=O)OC(C)(C)C)CC3)cc2)ncc1C(F)(F)F)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1.N
3427,CC(C)n1nc(C(=O)N[C@H]2C[C@@H](CC(=O)O)N(C(=O)OC(C)(C)C)C2)c2ccccc21.C1COCCN1,CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H]1CC(=O)N1CCOCC1.CC(C)n1nc(C(=O)O)c2ccccc21,COC(=O)C[C@@H]1C[C@H](NC(=O)c2nn(C(C)C)c3ccccc23)CN1C(=O)OC(C)(C)C.C1COCCN1,CC(C)n1nc(C(=O)N[C@H]2C[C@@H](CC(=O)[O-])N(C(=O)OC(C)(C)C)C2)c2ccccc21.C1COCCN1,CCOC(=O)C[C@@H]1C[C@H](NC(=O)c2nn(C(C)C)c3ccccc23)CN1C(=O)OC(C)(C)C.C1COCCN1,CC(C)n1nc(C(=O)N[C@H]2C[C@@H](CC(=O)Cl)N(C(=O)OC(C)(C)C)C2)c2ccccc21.C1COCCN1,CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H]1CC(=O)N1CCOCC1.CC(C)n1nc(C(=O)[O-])c2ccccc21,CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H]1CC(=O)N1CCOCC1.CC(C)n1nc(C(=O)Cl)c2ccccc21,CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H]1CC(=O)N1CCOCC1.COC(=O)c1nn(C(C)C)c2ccccc12,CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H]1CC(=O)N1CCOCC1.CCOC(=O)c1nn(C(C)C)c2ccccc12
3428,[nH:8]1[n:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][c:16]1-[c:17]1[cH:18][cH:19][cH:20][o:21]1,FC(F)(F)c1cc(-c2ccco2)[nH]n1.O=[N+]([O-])c1ccc(Br)cc1,FC(F)(F)c1cc(-c2ccco2)[nH]n1.O=[N+]([O-])c1ccc(I)cc1,O=[N+]([O-])c1ccc(Cl)cc1.FC(F)(F)c1cc(-c2ccco2)[nH]n1,FC(F)(F)c1cc(-c2ccco2)[nH]n1.O=[N+]([O-])c1ccccc1,FC(F)(F)c1cc(-c2ccco2)[nH]n1.O=[N+]([O-])c1ccc(B(O)O)cc1,[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][cH:7][cH:22][cH:23]1,FC(F)(F)c1cc(-c2ccco2)[nH]n1.O=[N+]([O-])c1ccc(F)cc1,FC(F)(F)c1cc(-c2ccco2)[nH]n1.O=[N+]([O-])c1ccc(O)cc1,[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][cH:7][cH:22][cH:23]1
3429,CC(C)(C)OC(=O)N1CCN(c2nc(N)c([N+](=O)[O-])cc2Cl)CC1,Nc1nc(N2CCN(Cc3ccccc3)CC2)c(Cl)cc1[N+](=O)[O-],CC(=O)N1CCN(c2nc(N)c([N+](=O)[O-])cc2Cl)CC1,Nc1nc(N2CCN(C(=O)OCc3ccccc3)CC2)c(Cl)cc1[N+](=O)[O-],Nc1nc(N2CCN(C(=O)C(F)(F)F)CC2)c(Cl)cc1[N+](=O)[O-],Nc1nc(N2CCN(C(c3ccccc3)c3ccccc3)CC2)c(Cl)cc1[N+](=O)[O-],COc1ccc(CN2CCN(c3nc(N)c([N+](=O)[O-])cc3Cl)CC2)cc1,CN1CCN(c2nc(N)c([N+](=O)[O-])cc2Cl)CC1,Nc1nc(N2CCN(C(=O)c3ccccc3)CC2)c(Cl)cc1[N+](=O)[O-],Nc1nc(N2CCN(C3CCCCO3)CC2)c(Cl)cc1[N+](=O)[O-]
3430,CCOC(=O)c1sc(-c2ccc(O)cc2)nc1I.O=CO,Br[C:1002](Br)(Br)[CH3:18],C[Sn](C)(C)C.CCOC(=O)c1sc(-c2ccc(O)cc2)nc1OS(=O)(=O)C(F)(F)F,Cc1csc(-c2ccc(O)cc2)n1.CCO[C+](=O)(O)Cl,CCOC(=O)c1sc(-c2ccc(O)cc2)nc1Br.O=CO,O=C(c1cccc(Cl)c1)[O:1002][CH3:18],[CH:18](=[O:1001])[OH:1002],CC(Br)(Br)Br.CCOC(=O)c1sc(-c2ccc(O)cc2)nc1O,Cc1csc(-c2ccc(O)cc2)n1.CCO[C+](=O)(O)Br,
3431,CCOc1ccc(O)c(F)c1.CC(C)(C)OC(=O)N1CCC(n2ncc3c(Cl)ncnc32)CC1,CCOc1ccc(O)c(F)c1.CC(C)(C)OC(=O)N1CCC(n2ncc3c(OS(=O)(=O)C(F)(F)F)ncnc32)CC1,CCOc1ccc(O)c(F)c1.CC(C)(C)OC(=O)N1CCC(n2ncc3c(O)ncnc32)CC1,CC(C)(C)OC(=O)N1CCC(n2ncc3c(Br)ncnc32)CC1.CCOc1ccc(O)c(F)c1,CCOc1ccc(O)c(F)c1.CC(C)(C)OC(=O)N1CCC(n2ncc3c(I)ncnc32)CC1,CCOc1ccc(O)c(F)c1.CC(C)(C)OC(=O)N1CCC(n2ncc3c(F)ncnc32)CC1,CC(C)(C)OC(=O)N1CCC(n2ncc3c(Oc4ccc(O)cc4F)ncnc32)CC1.CCI,CCBr.CC(C)(C)OC(=O)N1CCC(n2ncc3c(Oc4ccc(O)cc4F)ncnc32)CC1,CCOc1ccc(Oc2ncnc3[nH]ncc23)c(F)c1.CC(C)(C)OC(=O)N1CCC(OS(C)(=O)=O)CC1,CCOc1ccc(Oc2ncnc3[nH]ncc23)c(F)c1.CC(C)(C)OC(=O)N1CCC(O)CC1
3432,O=c1[nH]cncc1-c1ccc(OCc2ccccc2)c(F)c1,COc1ccc(-c2cnc[nH]c2=O)cc1F,CC(=O)Oc1ccc(-c2cnc[nH]c2=O)cc1F,CC(C)(C)[Si](C)(C)Oc1ccc(-c2cnc[nH]c2=O)cc1F,CC(C)[Si](Oc1ccc(-c2cnc[nH]c2=O)cc1F)(C(C)C)C(C)C,COc1ccc(COc2ccc(-c3cnc[nH]c3=O)cc2F)cc1,O=c1[nH]cncc1-c1ccc(OC2CCCCO2)c(F)c1,COCOc1ccc(-c2cnc[nH]c2=O)cc1F,,O=C(OCc1ccccc1)Oc1ccc(-c2cnc[nH]c2=O)cc1F
3433,CCN(CC)c1ncc(NS(C)(=O)=O)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)OC(C)(C)C)n1.C#CCBr,CCNCC.C#CCN(c1cnc(Cl)nc1N[C@@H](Cc1ccc(OC(=O)N2CCCC2)cc1)C(=O)OC(C)(C)C)S(C)(=O)=O,C#CCCl.CCN(CC)c1ncc(NS(C)(=O)=O)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)OC(C)(C)C)n1,CCN(CC)c1ncc(NS(C)(=O)=O)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)OC(C)(C)C)n1.C#CC=O,C#CCN(c1cnc(N(CC)CC)nc1N[C@@H](Cc1ccc(O)cc1)C(=O)OC(C)(C)C)S(C)(=O)=O.O=C(Cl)N1CCCC1,C#CCOS(C)(=O)=O.CCN(CC)c1ncc(NS(C)(=O)=O)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)OC(C)(C)C)n1,CCN(CC)c1ncc(NS(C)(=O)=O)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)OC(C)(C)C)n1.C#CCO,CC(C)(C)OC(=O)[C@@H](N)Cc1ccc(OC(=O)N2CCCC2)cc1.C#CCN(c1cnc(N(CC)CC)nc1Cl)S(C)(=O)=O,CCBr.C#CCN(c1cnc(NCC)nc1N[C@@H](Cc1ccc(OC(=O)N2CCCC2)cc1)C(=O)OC(C)(C)C)S(C)(=O)=O,CCBr.C#CCN(c1cnc(NCC)nc1N[C@@H](Cc1ccc(OC(=O)N2CCCC2)cc1)C(=O)OC(C)(C)C)S(C)(=O)=O
3434,O=C1Nc2ccc(Cl)cc2C1O.[Mg+]Cc1ccccc1,[Mg+]c1ccccc1.CC1(O)C(=O)Nc2ccc(Cl)cc21,OB(O)c1ccccc1.O=C1Nc2ccc(Cl)cc2C1(O)CBr,,,,,,,
3435,CCOC(=O)c1c(Cl)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1S,CCOC(=O)c1c(S)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1Br,CCOC(=O)c1c(S)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1Cl,CCOC(=O)c1c(Br)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1S,CCOC(=O)c1c(O)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1S,CCOC(=O)c1c(OS(=O)(=O)C(F)(F)F)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1S,CCOC(=O)c1c(F)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1S,CCOC(=O)c1c(S)nc2cc(Cl)c(F)cc2c1O.CS(=O)(=O)OC1CCCCC1=O,CCOC(=O)c1c(I)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1S,O=C(O)c1c(SC2CCCCC2=O)nc2cc(Cl)c(F)cc2c1O.CCI
3436,C#Cc1cnc2c(C)cc(-c3ccc(Cl)cc3)cn12.NS(=O)(=O)c1cncc(Br)c1,NS(=O)(=O)c1cncc(I)c1.C#Cc1cnc2c(C)cc(-c3ccc(Cl)cc3)cn12,NS(=O)(=O)c1cncc(OS(=O)(=O)C(F)(F)F)c1.C#Cc1cnc2c(C)cc(-c3ccc(Cl)cc3)cn12,NS(=O)(=O)c1cncc(Cl)c1.C#Cc1cnc2c(C)cc(-c3ccc(Cl)cc3)cn12,CC1(C)OB(c2cncc(S(N)(=O)=O)c2)OC1(C)C.C#Cc1cnc2c(C)cc(-c3ccc(Cl)cc3)cn12,Cc1cc(-c2ccc(Cl)cc2)cn2c(C#C[Si](C)(C)C)cnc12.NS(=O)(=O)c1cncc(Br)c1,Cc1cc(-c2ccc(Cl)cc2)cn2c(I)cnc12.C#Cc1cncc(S(N)(=O)=O)c1,CCCC[Sn](C#Cc1cnc2c(C)cc(-c3ccc(Cl)cc3)cn12)(CCCC)CCCC.NS(=O)(=O)c1cncc(Br)c1,C#Cc1cnc2c(C)cc(-c3ccc(Cl)cc3)cn12.NS(=O)(=O)c1cncc(B(O)O)c1,Cc1cc(-c2ccc(Cl)cc2)cn2c(C#CCl)cnc12.NS(=O)(=O)c1cncc(Br)c1
3437,CCOC(=O)C[C@@H](O)CNC(C)=O.NN,COC(=O)C[C@@H](O)CNC(C)=O.NN,CC(=O)NC[C@H](O)CC(=O)O.NN,CC(=O)NC[C@H](O)CC(=O)OC(C)(C)C.NN,CCCCOC(=O)C[C@@H](O)CNC(C)=O.NN,CC(=O)NC[C@H](O)CC=O.NN,CC(=O)NC[C@H](O)CC(=O)[O-].NN,CC(=O)NC[C@H](O)CC(=O)OCc1ccccc1.NN,COc1cc(-c2ncn(C=CC(=O)OC(=O)C[C@@H](O)CNC(C)=O)n2)cc(C(F)(F)F)c1.NN,CC(=O)NC[C@H](O)CC(=O)Cl.NN
3438,OB(O)c1ccccc1.COC(=O)c1cc(Br)cc(C)c1N,COC(=O)c1cc(I)cc(C)c1N.OB(O)c1ccccc1,COC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cc(C)c1N.Ic1ccccc1,COC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cc(C)c1N.Brc1ccccc1,COC(=O)c1cc(OS(=O)(=O)C(F)(F)F)cc(C)c1N.OB(O)c1ccccc1,C[Sn](C)(C)c1ccccc1.COC(=O)c1cc(Br)cc(C)c1N,CC1(C)OB(c2ccccc2)OC1(C)C.COC(=O)c1cc(Br)cc(C)c1N,OB(O)c1ccccc1.COC(=O)c1cc(Cl)cc(C)c1N,CC1(C)OB(c2ccccc2)OC1(C)C.COC(=O)c1cc(I)cc(C)c1N,COC(=O)c1cc(B2OCC(C)(C)CO2)cc(C)c1N.Brc1ccccc1
3439,CCCc1nc(C2Cc3ccccc3N2C(C)=O)no1,CCCc1nc(C2Cc3ccccc3N2C(=O)OC(C)(C)C)no1,CCCc1nc(C2Cc3ccccc3N2Cc2ccccc2)no1,CCCc1nc(C2Cc3ccccc3N2C(=O)C(F)(F)F)no1,CCCc1nc(C2Cc3ccccc3N2C(=O)OCc2ccccc2)no1,CCCc1nc(C2Cc3ccccc3N2[Si](C)(C)C(C)(C)C)no1,CCCc1nc(C2Cc3ccccc3[N+]23C(=O)c2ccccc2C3=O)no1,CCCc1nc(C2Cc3ccccc3N2Cc2ccc(OC)cc2)no1,CCCc1nc(C2Cc3ccccc3N2[Si](C)(C)C)no1,CCCc1nc(C2Cc3ccccc3N2C2CCCCO2)no1
3440,CNC.CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(C=O)cn2)cc1Cl,CNC.CS(=O)(=O)OCc1cnc(NC(=O)[C@H](CC2CCCC2)c2ccc(S(C)(=O)=O)c(Cl)c2)cn1,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(CO)cn2)cc1Cl.CNC,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(CBr)cn2)cc1Cl.CNC,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(CCl)cn2)cc1Cl.CNC,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(CI)cn2)cc1Cl.CNC,CNC.Cc1cnc(NC(=O)[C@H](CC2CCCC2)c2ccc(S(C)(=O)=O)c(Cl)c2)cn1,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(C(Br)Br)cn2)cc1Cl.CNC,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(C(=O)O)cn2)cc1Cl.CNC,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(CF)cn2)cc1Cl.CNC
3441,c1ccc2[nH]c(NC3CCNCC3)nc2c1.COc1cc(C(=O)N2CCC(CCOS(C)(=O)=O)(c3ccccc3)C2)cc(OC)c1OC,COc1cc(C(=O)N2CCC(CCN3CCC(N)CC3)(c3ccccc3)C2)cc(OC)c1OC.Clc1nc2ccccc2[nH]1,c1ccc2[nH]c(NC3CCNCC3)nc2c1.COc1cc(C(=O)N2CCC(CC=O)(c3ccccc3)C2)cc(OC)c1OC,COc1cc(C(=O)N2CCC(CCO)(c3ccccc3)C2)cc(OC)c1OC.c1ccc2[nH]c(NC3CCNCC3)nc2c1,Fc1nc2ccccc2[nH]1.COc1cc(C(=O)N2CCC(CCN3CCC(N)CC3)(c3ccccc3)C2)cc(OC)c1OC,COc1cc(C(=O)N2CCC(CCBr)(c3ccccc3)C2)cc(OC)c1OC.c1ccc2[nH]c(NC3CCNCC3)nc2c1,COc1cc(C(=O)N2CCC(CCN3CCC(N)CC3)(c3ccccc3)C2)cc(OC)c1OC.Brc1nc2ccccc2[nH]1,c1ccc2[nH]c(NC3CCNCC3)nc2c1.COc1cc(C(=O)N2CCC(CCI)(c3ccccc3)C2)cc(OC)c1OC,COc1cc(C(=O)N2CCC(CCCl)(c3ccccc3)C2)cc(OC)c1OC.c1ccc2[nH]c(NC3CCNCC3)nc2c1,COc1cc(C(=O)N2CCC(CCN3CCC(N)CC3)(c3ccccc3)C2)cc(OC)c1OC.Oc1nc2ccccc2[nH]1
